data,run,auc_score, ap_score, sn, sp, acc, prec, rec, f1
new_mirna,1,0,1,0.80631,0.80493,0.545,0.879,0.712,0.81827,0.54499,0.65424
new_mirna_pos,1,1,1,0.79788,0.7948,0.545,0.869,0.707,0.80625,0.54499,0.65037
new_mirna_pos,1,2,1,0.8014,0.79939,0.545,0.8771,0.711,0.81594,0.54499,0.6535
new_mirna_pos,1,3,1,0.80197,0.8024,0.545,0.8771,0.711,0.81594,0.54499,0.6535
new_mirna_pos,1,4,1,0.79982,0.7934,0.545,0.8735,0.7092,0.81158,0.54499,0.65209
new_mirna_pos,1,5,1,0.80545,0.80476,0.545,0.8792,0.7121,0.81853,0.54499,0.65432
new_mirna_pos,1,6,1,0.80362,0.79815,0.545,0.8785,0.7118,0.81775,0.54499,0.65408
new_mirna_pos,1,7,1,0.79954,0.79647,0.545,0.8707,0.7079,0.80827,0.54499,0.65102
new_mirna_pos,1,8,1,0.79986,0.79862,0.545,0.8733,0.7091,0.81132,0.54499,0.65201
new_mirna_pos,1,9,1,0.80423,0.80376,0.545,0.8809,0.7129,0.82061,0.54499,0.65499
new_mirna_pos,5,0,1,0.80308,0.48771,0.545,0.8771,0.8217,0.46995,0.54499,0.50469
new_mirna_pos,5,1,1,0.80531,0.49364,0.545,0.8812,0.8252,0.47858,0.54499,0.50963
new_mirna_pos,5,2,1,0.80448,0.49211,0.545,0.879,0.8234,0.474,0.54499,0.50703
new_mirna_pos,5,3,1,0.80285,0.48419,0.545,0.8785,0.8229,0.47296,0.54499,0.50643
new_mirna_pos,5,4,1,0.80278,0.4926,0.545,0.8762,0.821,0.46815,0.54499,0.50366
new_mirna_pos,5,5,1,0.80632,0.49833,0.545,0.88,0.8242,0.47601,0.54499,0.50817
new_mirna_pos,5,6,1,0.80148,0.48337,0.545,0.8738,0.819,0.46353,0.54499,0.50097
new_mirna_pos,5,7,1,0.80241,0.4852,0.545,0.8757,0.8206,0.46722,0.54499,0.50312
new_mirna_pos,5,8,1,0.80417,0.49458,0.545,0.8796,0.8238,0.47505,0.54499,0.50762
new_mirna_pos,5,9,1,0.80435,0.49666,0.545,0.8801,0.8242,0.4761,0.54499,0.50822
new_mirna_pos,10,0,1,0.80424,0.34446,0.545,0.8779,0.8477,0.30869,0.54499,0.39413
new_mirna_pos,10,1,1,0.80505,0.34645,0.545,0.8796,0.8492,0.31156,0.54499,0.39647
new_mirna_pos,10,2,1,0.80468,0.34594,0.545,0.8799,0.8494,0.31212,0.54499,0.39692
new_mirna_pos,10,3,1,0.80249,0.33812,0.545,0.8777,0.8475,0.30828,0.54499,0.3938
new_mirna_pos,10,4,1,0.80304,0.33828,0.545,0.8772,0.847,0.30733,0.54499,0.39302
new_mirna_pos,10,5,1,0.8038,0.34521,0.545,0.8779,0.8476,0.30858,0.54499,0.39404
new_mirna_pos,10,6,1,0.803,0.33573,0.545,0.8782,0.8479,0.30913,0.54499,0.3945
new_mirna_pos,10,7,1,0.80396,0.34353,0.545,0.8777,0.8474,0.30821,0.54499,0.39374
new_mirna_pos,10,8,1,0.80344,0.33952,0.545,0.8766,0.8464,0.30627,0.54499,0.39216
new_mirna_pos,10,9,1,0.80297,0.33906,0.545,0.8783,0.848,0.30928,0.54499,0.39462
