data,neg_rate,avg_auc,avg_acc,avg_ap,avg_rec,avg_f1
new_mirna,1,0.8112404597149689,0.72244,0.8011521975437731,0.5819602872834811,0.6770990103991249
new_mirna,5,0.8115818274939052,0.81782,0.4827507638515689,0.5819602872834811,0.51569747493268
new_mirna,10,0.8117797052451066,0.8393799999999999,0.3322046141973404,0.5819602872834811,0.39715261478765407
