data,run,auc_score, ap_score, sn, sp, acc, prec, rec, f1, mcc
new_mirna,1,0,1,0.79567,0.78468,0.5727,0.8593,0.716,0.80278,0.57267,0.66847,0.4509
new_mirna_pos,1,1,1,0.78401,0.77026,0.5727,0.8477,0.7102,0.78992,0.57267,0.66397,0.43722
new_mirna_pos,1,2,1,0.79028,0.78105,0.5727,0.8555,0.7141,0.79853,0.57267,0.66699,0.44641
new_mirna_pos,1,3,1,0.79233,0.7837,0.5727,0.8561,0.7144,0.79923,0.57267,0.66724,0.44716
new_mirna_pos,1,4,1,0.79126,0.77754,0.5727,0.8551,0.7139,0.79806,0.57267,0.66683,0.44591
new_mirna_pos,1,5,1,0.79117,0.78487,0.5727,0.8519,0.7123,0.79455,0.57267,0.6656,0.44218
new_mirna_pos,1,6,1,0.79473,0.78456,0.5727,0.8614,0.717,0.80517,0.57267,0.6693,0.45341
new_mirna_pos,1,7,1,0.78779,0.77438,0.5727,0.8509,0.7118,0.79339,0.57267,0.66519,0.44094
new_mirna_pos,1,8,1,0.7892,0.78128,0.5727,0.849,0.7108,0.7913,0.57267,0.66446,0.43871
new_mirna_pos,1,9,1,0.78924,0.77594,0.5727,0.8549,0.7138,0.79782,0.57267,0.66675,0.44566
new_mirna_pos,5,0,1,0.7914,0.44697,0.5727,0.8572,0.8098,0.44516,0.57267,0.50092,0.39039
new_mirna_pos,5,1,1,0.79265,0.45461,0.5727,0.8592,0.8115,0.44862,0.57267,0.50311,0.3933
new_mirna_pos,5,2,1,0.79325,0.45267,0.5727,0.8596,0.8118,0.44921,0.57267,0.50348,0.3938
new_mirna_pos,5,3,1,0.79207,0.45298,0.5727,0.8578,0.8103,0.44611,0.57267,0.50153,0.39119
new_mirna_pos,5,4,1,0.79044,0.44266,0.5727,0.8553,0.8082,0.44175,0.57267,0.49876,0.3875
new_mirna_pos,5,5,1,0.7931,0.45358,0.5727,0.8574,0.8099,0.44538,0.57267,0.50106,0.39057
new_mirna_pos,5,6,1,0.78924,0.4464,0.5727,0.8531,0.8064,0.43811,0.57267,0.49643,0.3844
new_mirna_pos,5,7,1,0.79113,0.44385,0.5727,0.8552,0.8081,0.44167,0.57267,0.49871,0.38744
new_mirna_pos,5,8,1,0.79252,0.44788,0.5727,0.8575,0.81,0.44552,0.57267,0.50116,0.39069
new_mirna_pos,5,9,1,0.79173,0.45348,0.5727,0.857,0.8096,0.44472,0.57267,0.50065,0.39002
new_mirna_pos,10,0,1,0.79245,0.3029,0.5727,0.8554,0.8297,0.28367,0.57267,0.3794,0.31789
new_mirna_pos,10,1,1,0.79222,0.30047,0.5727,0.8575,0.8316,0.28667,0.57267,0.38207,0.32077
new_mirna_pos,10,2,1,0.79361,0.30425,0.5727,0.8587,0.8327,0.28843,0.57267,0.38364,0.32246
new_mirna_pos,10,3,1,0.79025,0.29707,0.5727,0.8543,0.8287,0.28219,0.57267,0.37808,0.31647
new_mirna_pos,10,4,1,0.79154,0.30057,0.5727,0.8559,0.8302,0.28441,0.57267,0.38006,0.31861
new_mirna_pos,10,5,1,0.79233,0.30489,0.5727,0.858,0.8321,0.28746,0.57267,0.38277,0.32152
new_mirna_pos,10,6,1,0.79218,0.29743,0.5727,0.8575,0.8316,0.28667,0.57267,0.38207,0.32077
new_mirna_pos,10,7,1,0.79207,0.30082,0.5727,0.8575,0.8316,0.28661,0.57267,0.38202,0.32071
new_mirna_pos,10,8,1,0.79219,0.30095,0.5727,0.8564,0.8306,0.28504,0.57267,0.38062,0.31921
new_mirna_pos,10,9,1,0.79139,0.30213,0.5727,0.8573,0.8315,0.28642,0.57267,0.38186,0.32054
